Make,Color,Odometer(Miles),Doors,Price
Honda,Red,83824.0,4.0,"$5,909.00"
Honda,Blue,58202.0,4.0,"$7,556.00"
Toyota,White,57180.0,4.0,"$7,412.00"
Nissan,White,214220.0,4.0,"$1,905.00"
Toyota,,54149.0,3.0,"$6,811.00"
Toyota,White,62141.0,4.0,"$7,216.00"
Toyota,White,66855.0,4.0,"$7,820.00"
Nissan,White,212891.0,4.0,"$3,101.00"
,Green,59228.0,4.0,
Honda,Red,91854.0,4.0,"$4,185.00"
BMW,Black,10183.0,5.0,"$21,335.00"
Toyota,White,59942.0,4.0,"$8,831.00"
BMW,Black,22341.0,5.0,"$21,931.00"
BMW,Black,10022.0,4.0,"$20,691.00"
Toyota,Blue,64441.0,3.0,"$9,772.00"
Toyota,Green,61545.0,4.0,"$4,014.00"
Toyota,White,53320.0,4.0,"$5,741.00"
,Black,14219.0,5.0,"$22,665.00"
BMW,Black,5620.0,5.0,"$20,976.00"
Honda,Red,96637.0,4.0,"$4,261.00"
Toyota,White,19105.0,4.0,"$9,235.00"
Toyota,Green,66718.0,4.0,"$2,652.00"
Toyota,Red,90300.0,4.0,"$3,114.00"
Toyota,White,40810.0,4.0,"$7,905.00"
Toyota,Blue,53156.0,3.0,"$8,061.00"
Toyota,White,35732.0,4.0,
Toyota,White,30963.0,4.0,"$11,389.00"
Honda,White,54194.0,4.0,"$8,047.00"
Toyota,White,,4.0,"$7,267.00"
Toyota,White,51113.0,4.0,"$9,380.00"
Nissan,White,215745.0,4.0,"$3,434.00"
Toyota,Blue,55549.0,3.0,"$7,480.00"
Nissan,White,219738.0,4.0,"$2,519.00"
Honda,,60827.0,4.0,"$6,273.00"
Toyota,White,31140.0,4.0,"$9,581.00"
Toyota,White,32815.0,4.0,"$12,288.00"
Toyota,Blue,62918.0,3.0,
Toyota,White,61368.0,4.0,"$6,753.00"
Honda,Blue,56295.0,4.0,"$8,496.00"
Honda,Red,83350.0,4.0,"$7,111.00"
Honda,Blue,53646.0,,"$6,193.00"
Toyota,White,156386.0,4.0,"$2,746.00"
Toyota,White,65477.0,4.0,"$6,702.00"
,White,63093.0,4.0,"$6,229.00"
Honda,White,55816.0,4.0,"$8,365.00"
Toyota,Green,72604.0,4.0,"$8,714.00"
Nissan,White,213732.0,4.0,"$3,417.00"
Toyota,White,58029.0,4.0,"$5,182.00"
Toyota,White,151020.0,4.0,"$3,219.00"
Honda,Blue,56253.0,4.0,
,Blue,60802.0,3.0,"$6,748.00"
,Blue,56436.0,3.0,"$6,439.00"
Toyota,White,156371.0,4.0,"$1,737.00"
Nissan,White,211645.0,4.0,"$4,530.00"
Nissan,White,211625.0,4.0,"$3,119.00"
Honda,White,59313.0,4.0,"$7,369.00"
Toyota,White,36480.0,4.0,"$9,025.00"
Honda,Blue,,4.0,"$6,475.00"
Toyota,Blue,63611.0,4.0,
Toyota,White,29035.0,4.0,"$9,267.00"
Toyota,White,38948.0,4.0,"$9,811.00"
Toyota,White,18632.0,4.0,"$10,549.00"
Honda,White,,4.0,"$6,942.00"
Toyota,Blue,57198.0,3.0,"$5,956.00"
Toyota,Blue,57515.0,3.0,"$6,770.00"
Honda,Blue,59738.0,4.0,"$5,467.00"
Toyota,White,30403.0,4.0,"$8,972.00"
Toyota,White,66506.0,4.0,"$7,297.00"
Honda,Red,85090.0,4.0,"$4,562.00"
Toyota,White,152581.0,4.0,"$4,618.00"
Toyota,White,59914.0,4.0,"$7,820.00"
Toyota,White,150241.0,4.0,"$4,414.00"
Toyota,White,26954.0,4.0,"$9,357.00"
Nissan,White,205879.0,,"$3,532.00"
Nissan,White,213942.0,4.0,"$3,281.00"
Nissan,White,70363.0,4.0,"$2,887.00"
Toyota,Green,57996.0,4.0,"$5,996.00"
Honda,Blue,58416.0,4.0,"$7,963.00"
Toyota,White,30082.0,4.0,"$12,497.00"
Toyota,Green,51323.0,4.0,"$4,500.00"
Toyota,White,55376.0,,"$6,417.00"
Nissan,White,211152.0,4.0,"$7,337.00"
,White,59220.0,4.0,"$6,521.00"
Honda,Blue,53544.0,4.0,"$6,425.00"
Toyota,White,158639.0,4.0,"$3,875.00"
Toyota,White,38709.0,4.0,"$8,829.00"
Toyota,White,61307.0,4.0,
Toyota,White,58367.0,4.0,"$8,113.00"
BMW,Black,17449.0,5.0,"$7,394.00"
Toyota,Blue,66091.0,3.0,"$6,585.00"
Honda,White,58910.0,4.0,"$8,346.00"
Toyota,Green,66312.0,4.0,
Toyota,White,37786.0,4.0,"$8,897.00"
Nissan,White,214158.0,4.0,"$1,268.00"
Honda,White,56723.0,4.0,"$7,357.00"
Toyota,Green,57007.0,4.0,"$4,295.00"
,White,53862.0,4.0,"$3,861.00"
Nissan,White,62388.0,4.0,"$1,589.00"
Toyota,White,65093.0,,"$7,230.00"
Toyota,Blue,58384.0,3.0,"$5,401.00"
Toyota,White,146545.0,4.0,
Honda,White,61971.0,4.0,"$6,356.00"
Honda,,93527.0,4.0,"$4,732.00"
Honda,White,89891.0,4.0,"$5,451.00"
BMW,Black,7492.0,5.0,"$19,921.00"
Honda,Blue,,4.0,"$7,177.00"
Toyota,White,54866.0,4.0,"$5,428.00"
Nissan,White,215409.0,,"$2,623.00"
Honda,White,62991.0,4.0,"$6,446.00"
BMW,Black,9563.0,5.0,"$21,040.00"
Honda,Red,88684.0,4.0,"$5,494.00"
Toyota,White,53065.0,4.0,"$4,826.00"
Honda,White,51567.0,4.0,"$8,753.00"
,White,58322.0,4.0,"$5,965.00"
Toyota,White,58309.0,4.0,"$5,693.00"
Toyota,White,141480.0,4.0,"$3,524.00"
Toyota,White,59954.0,4.0,"$3,978.00"
Nissan,White,212850.0,4.0,"$3,323.00"
Toyota,White,62030.0,4.0,"$6,627.00"
Toyota,White,136027.0,4.0,"$3,436.00"
Honda,Blue,60334.0,4.0,"$7,548.00"
Toyota,White,153028.0,4.0,"$6,797.00"
,Red,59809.0,4.0,"$5,373.00"
Toyota,White,149991.0,4.0,"$4,106.00"
Toyota,White,66632.0,4.0,
Toyota,Green,47356.0,4.0,"$3,572.00"
Toyota,Blue,53352.0,3.0,"$6,428.00"
Honda,White,59926.0,4.0,"$7,531.00"
Honda,Red,82637.0,4.0,"$6,636.00"
Toyota,White,144018.0,4.0,"$5,307.00"
Honda,Blue,60957.0,4.0,"$7,115.00"
Honda,Red,77685.0,4.0,"$6,617.00"
,Green,,4.0,"$5,534.00"
Toyota,Green,61046.0,4.0,"$2,886.00"
Toyota,White,35875.0,4.0,"$7,345.00"
BMW,Black,11836.0,5.0,"$22,785.00"
Toyota,Blue,61824.0,3.0,"$7,081.00"
,Blue,60355.0,,"$7,370.00"
Honda,Blue,60792.0,,"$7,225.00"
Honda,Red,91355.0,4.0,"$4,811.00"
Toyota,White,62241.0,4.0,"$8,793.00"
BMW,Black,9875.0,5.0,"$21,741.00"
Toyota,Green,58378.0,4.0,"$5,800.00"
Toyota,White,,3.0,"$5,757.00"
Toyota,White,,4.0,"$7,565.00"
Nissan,White,214840.0,4.0,"$6,368.00"
Toyota,White,29054.0,4.0,"$8,075.00"
Toyota,Blue,55720.0,4.0,"$6,550.00"
Nissan,White,212349.0,4.0,"$3,626.00"
,White,63570.0,4.0,"$6,838.00"
Honda,Blue,55196.0,4.0,"$8,413.00"
Honda,Red,85297.0,4.0,"$3,084.00"
Toyota,Blue,59308.0,3.0,"$7,777.00"
Toyota,White,,4.0,"$4,556.00"
Honda,Blue,57340.0,4.0,"$5,142.00"
Toyota,White,62449.0,4.0,"$7,257.00"
Toyota,White,140714.0,4.0,"$3,835.00"
Toyota,Blue,51036.0,4.0,"$5,929.00"
BMW,Black,13996.0,5.0,"$22,495.00"
Toyota,White,36993.0,4.0,"$11,527.00"
Toyota,White,148698.0,4.0,"$4,925.00"
Toyota,White,58219.0,,"$5,376.00"
Toyota,White,40986.0,4.0,"$9,025.00"
Honda,Red,89205.0,4.0,"$4,766.00"
Toyota,White,152956.0,4.0,"$1,762.00"
Toyota,Blue,59867.0,4.0,"$6,507.00"
Nissan,White,222911.0,4.0,"$8,446.00"
Toyota,Blue,56975.0,3.0,"$7,345.00"
Honda,,61844.0,4.0,"$7,244.00"
Honda,Red,92797.0,4.0,"$6,964.00"
Honda,Red,84714.0,4.0,"$4,846.00"
Toyota,Blue,64417.0,3.0,"$9,279.00"
Toyota,White,,4.0,"$7,829.00"
Honda,Blue,50063.0,4.0,"$5,078.00"
Toyota,White,28108.0,4.0,"$11,136.00"
Toyota,White,162548.0,4.0,"$4,408.00"
Honda,Red,78801.0,,"$4,784.00"
Honda,White,65686.0,4.0,"$7,101.00"
Toyota,White,,4.0,"$7,303.00"
Honda,,61491.0,4.0,"$7,825.00"
Toyota,White,148221.0,4.0,"$3,885.00"
Toyota,White,138029.0,4.0,"$2,793.00"
Toyota,White,30157.0,4.0,"$10,323.00"
Toyota,White,154032.0,4.0,"$3,352.00"
Toyota,White,59518.0,4.0,"$6,029.00"
Toyota,Blue,58749.0,3.0,"$6,787.00"
BMW,Black,12836.0,5.0,
Honda,Blue,67124.0,4.0,"$6,381.00"
,White,55886.0,4.0,"$4,813.00"
Toyota,Blue,52495.0,,"$6,745.00"
Honda,White,54938.0,4.0,"$6,633.00"
Toyota,White,54079.0,4.0,"$6,383.00"
Honda,White,55490.0,4.0,"$7,311.00"
BMW,Black,13333.0,5.0,"$22,228.00"
Toyota,White,141814.0,4.0,"$3,783.00"
Toyota,White,65257.0,4.0,"$5,703.00"
Toyota,Green,68034.0,,"$4,184.00"
Toyota,Blue,57162.0,3.0,"$8,292.00"
,White,218416.0,4.0,"$3,182.00"
Honda,,56164.0,4.0,"$6,230.00"
Toyota,Green,,4.0,"$4,910.00"
Honda,,82559.0,,"$5,268.00"
Toyota,White,152095.0,4.0,"$4,735.00"
Toyota,Blue,60597.0,3.0,"$5,583.00"
Honda,White,54887.0,4.0,"$7,423.00"
Toyota,Red,79441.0,4.0,"$4,787.00"
Nissan,White,207086.0,4.0,"$2,825.00"
Toyota,Green,63459.0,4.0,"$5,797.00"
Toyota,White,63461.0,4.0,"$10,507.00"
Honda,Red,84852.0,4.0,"$2,603.00"
Toyota,White,64374.0,4.0,"$7,318.00"
Toyota,White,32320.0,4.0,"$10,179.00"
BMW,Black,12043.0,5.0,"$23,915.00"
Toyota,Blue,58748.0,,"$6,836.00"
Honda,Red,80256.0,4.0,"$6,078.00"
Toyota,Green,59418.0,4.0,"$3,886.00"
Toyota,White,29144.0,4.0,"$10,221.00"
BMW,Black,11437.0,4.0,"$23,403.00"
Honda,Blue,55861.0,4.0,"$6,882.00"
Honda,White,65251.0,4.0,"$7,552.00"
Toyota,White,215695.0,4.0,"$4,324.00"
Toyota,White,32825.0,4.0,"$10,199.00"
Toyota,White,60853.0,4.0,"$5,449.00"
Toyota,Blue,54122.0,4.0,"$7,071.00"
Toyota,,150700.0,4.0,"$4,275.00"
Toyota,Green,56910.0,4.0,"$3,530.00"
Toyota,Green,61065.0,4.0,"$3,451.00"
Toyota,Green,56233.0,4.0,"$8,336.00"
Nissan,White,214318.0,4.0,"$3,885.00"
Honda,Red,92072.0,4.0,"$4,104.00"
BMW,Black,17461.0,5.0,"$23,762.00"
Toyota,,146047.0,4.0,"$5,559.00"
Toyota,White,38345.0,4.0,"$9,974.00"
Toyota,Blue,50059.0,4.0,"$5,745.00"
Honda,White,69676.0,4.0,"$7,562.00"
Toyota,White,,,"$5,246.00"
Nissan,White,208001.0,4.0,
Toyota,Black,21334.0,5.0,"$22,584.00"
Toyota,White,26610.0,,"$8,859.00"
Toyota,Blue,,3.0,"$6,261.00"
Honda,Blue,67616.0,4.0,
Toyota,White,31162.0,4.0,"$8,644.00"
Toyota,White,31721.0,4.0,"$9,444.00"
Toyota,White,93474.0,4.0,"$4,127.00"
Toyota,White,53941.0,4.0,"$7,065.00"
Nissan,White,210455.0,4.0,"$4,466.00"
BMW,Black,12457.0,5.0,
Honda,White,58446.0,,"$5,941.00"
Toyota,White,53411.0,4.0,"$6,967.00"
Toyota,White,147405.0,4.0,"$1,110.00"
Honda,Red,94678.0,4.0,"$5,772.00"
,White,64233.0,4.0,"$7,820.00"
Toyota,White,37497.0,4.0,"$9,066.00"
Toyota,Green,71664.0,4.0,"$5,914.00"
BMW,Black,16842.0,5.0,"$20,265.00"
Toyota,White,33990.0,4.0,"$8,504.00"
Honda,Blue,57914.0,4.0,"$6,923.00"
Toyota,White,209813.0,4.0,"$4,745.00"
Toyota,White,60349.0,4.0,"$8,028.00"
Toyota,,37288.0,4.0,"$6,855.00"
Honda,White,60204.0,4.0,"$6,361.00"
Honda,Blue,53719.0,4.0,"$8,556.00"
Toyota,White,58268.0,4.0,"$5,195.00"
BMW,Black,9251.0,5.0,
Toyota,Blue,58965.0,4.0,"$7,635.00"
,Black,12709.0,4.0,
Nissan,White,213635.0,4.0,"$4,549.00"
Honda,White,68620.0,4.0,"$8,183.00"
Honda,Blue,57990.0,4.0,"$6,876.00"
Honda,White,62838.0,4.0,"$7,392.00"
Honda,Blue,58564.0,4.0,"$7,338.00"
,White,215960.0,4.0,"$5,348.00"
Honda,White,84978.0,4.0,"$4,904.00"
Toyota,Blue,57613.0,3.0,"$7,857.00"
Toyota,White,141654.0,4.0,"$3,772.00"
,Red,79053.0,4.0,"$6,268.00"
Nissan,White,206106.0,4.0,"$3,554.00"
Honda,Red,,4.0,"$4,812.00"
Toyota,White,63064.0,4.0,"$11,958.00"
Nissan,White,214442.0,4.0,"$2,887.00"
Toyota,White,146075.0,4.0,"$6,828.00"
Toyota,White,24906.0,4.0,"$8,043.00"
Toyota,White,144049.0,4.0,"$4,685.00"
Honda,Blue,64394.0,4.0,"$7,181.00"
,Blue,61113.0,4.0,"$6,315.00"
Toyota,White,149815.0,4.0,"$4,032.00"
Nissan,White,221158.0,4.0,"$5,651.00"
Toyota,White,150342.0,4.0,"$4,473.00"
Toyota,White,150126.0,4.0,"$2,729.00"
Toyota,Red,86668.0,4.0,"$3,507.00"
Honda,,59960.0,4.0,"$8,381.00"
Toyota,Green,67566.0,4.0,"$5,426.00"
Toyota,,58088.0,4.0,"$7,325.00"
Toyota,Green,53380.0,4.0,"$3,791.00"
BMW,Black,14736.0,5.0,"$22,962.00"
Toyota,Green,61282.0,4.0,"$5,496.00"
Toyota,White,54604.0,4.0,"$5,584.00"
Toyota,Green,,4.0,"$5,474.00"
BMW,White,7373.0,5.0,"$21,826.00"
Toyota,White,36853.0,4.0,"$9,325.00"
Toyota,White,55607.0,4.0,"$6,173.00"
Toyota,White,,,"$6,930.00"
BMW,Black,11977.0,5.0,"$7,109.00"
,White,36934.0,4.0,"$12,128.00"
Toyota,Green,61941.0,4.0,
Toyota,Green,59652.0,4.0,"$4,913.00"
Honda,White,66092.0,4.0,"$10,857.00"
Honda,,54583.0,4.0,"$5,824.00"
Honda,White,58014.0,4.0,"$6,559.00"
Nissan,White,213804.0,,"$3,616.00"
Toyota,White,149250.0,4.0,"$5,082.00"
Honda,Blue,65560.0,4.0,"$6,431.00"
Toyota,White,31972.0,4.0,"$9,674.00"
BMW,Black,10637.0,5.0,"$22,999.00"
,White,,4.0,"$5,997.00"
Honda,Blue,56758.0,4.0,
Toyota,White,29970.0,4.0,"$9,528.00"
BMW,White,12386.0,4.0,"$20,631.00"
Honda,White,70666.0,4.0,"$7,698.00"
Honda,Red,85481.0,4.0,
Honda,White,58123.0,4.0,"$4,982.00"
Toyota,White,59287.0,4.0,"$8,452.00"
Honda,Blue,66022.0,4.0,"$6,100.00"
Honda,Red,92033.0,4.0,"$6,237.00"
Toyota,Blue,58571.0,4.0,"$7,954.00"
Toyota,White,35117.0,4.0,"$8,607.00"
Toyota,Green,59956.0,4.0,"$4,677.00"
Toyota,White,31928.0,4.0,
Toyota,White,61442.0,4.0,"$5,722.00"
BMW,Black,11319.0,5.0,"$19,776.00"
Honda,White,54991.0,4.0,"$7,751.00"
Honda,Red,90222.0,,"$6,205.00"
,,29619.0,4.0,"$9,252.00"
Toyota,White,145108.0,4.0,"$6,239.00"
Toyota,White,63987.0,4.0,"$7,958.00"
BMW,Black,14158.0,5.0,"$21,019.00"
Nissan,White,214866.0,4.0,"$3,338.00"
Toyota,Blue,59602.0,3.0,"$8,077.00"
BMW,Black,10320.0,5.0,"$20,868.00"
Toyota,Blue,72339.0,,"$6,858.00"
Toyota,Green,60949.0,4.0,"$6,132.00"
Nissan,White,213893.0,4.0,"$3,264.00"
BMW,Black,8358.0,5.0,"$6,576.00"
BMW,White,1312.0,5.0,"$22,234.00"
Toyota,White,212933.0,4.0,"$2,862.00"
Toyota,White,33282.0,4.0,"$10,016.00"
Toyota,,11947.0,5.0,"$21,612.00"
Honda,White,61346.0,4.0,"$7,152.00"
Toyota,White,64494.0,4.0,"$7,540.00"
Toyota,Black,10733.0,5.0,"$20,518.00"
Honda,White,58097.0,4.0,"$7,881.00"
,White,62349.0,4.0,"$5,590.00"
Honda,,84777.0,4.0,
Nissan,White,215089.0,4.0,"$5,206.00"
Toyota,White,63208.0,4.0,"$9,048.00"
BMW,Black,9228.0,5.0,"$21,134.00"
Toyota,Blue,55907.0,3.0,"$5,977.00"
Nissan,White,214887.0,4.0,"$4,479.00"
Toyota,Blue,64952.0,4.0,"$4,074.00"
Toyota,White,,4.0,"$10,095.00"
Toyota,Blue,63494.0,4.0,"$7,723.00"
Toyota,White,61075.0,4.0,"$4,659.00"
,Blue,56319.0,3.0,"$7,823.00"
Honda,Blue,44918.0,4.0,"$7,201.00"
,White,61753.0,4.0,"$8,115.00"
Nissan,White,210064.0,4.0,"$6,831.00"
Toyota,Blue,63611.0,3.0,"$8,516.00"
BMW,Black,18915.0,5.0,"$21,640.00"
Honda,White,50967.0,4.0,"$7,262.00"
BMW,Black,9984.0,5.0,
Toyota,White,,4.0,"$6,946.00"
Toyota,White,152861.0,4.0,"$3,552.00"
Toyota,White,55811.0,4.0,"$6,101.00"
Toyota,Green,64568.0,4.0,"$4,158.00"
Toyota,White,36658.0,4.0,"$10,545.00"
Toyota,,61704.0,4.0,"$4,919.00"
Honda,White,61063.0,4.0,"$8,127.00"
Toyota,Green,61574.0,4.0,
BMW,Black,66890.0,5.0,"$23,282.00"
Toyota,White,53552.0,4.0,"$8,220.00"
Toyota,White,142501.0,4.0,"$1,883.00"
Toyota,Blue,60480.0,3.0,"$8,025.00"
Toyota,,213361.0,4.0,"$8,115.00"
Toyota,Blue,61651.0,3.0,"$7,571.00"
Toyota,White,146149.0,4.0,"$2,676.00"
Nissan,White,223524.0,4.0,"$5,270.00"
Honda,White,56060.0,4.0,
BMW,Black,11109.0,5.0,"$19,920.00"
Toyota,Green,62034.0,4.0,"$7,278.00"
Toyota,White,149853.0,,"$6,686.00"
Honda,Red,85550.0,4.0,"$4,776.00"
Toyota,Blue,56826.0,4.0,"$7,515.00"
Honda,Blue,51302.0,4.0,"$6,373.00"
Toyota,Green,60595.0,4.0,"$5,786.00"
Toyota,White,51621.0,4.0,"$6,066.00"
BMW,Black,10617.0,5.0,"$19,646.00"
Toyota,White,59780.0,4.0,"$6,674.00"
,Blue,62674.0,3.0,"$7,042.00"
Honda,White,63512.0,4.0,"$8,803.00"
Toyota,White,32798.0,4.0,"$10,977.00"
Honda,White,69460.0,4.0,"$6,777.00"
Honda,White,59655.0,4.0,"$7,531.00"
Toyota,,59951.0,3.0,"$7,384.00"
BMW,Black,12535.0,5.0,"$21,906.00"
Toyota,Blue,69760.0,3.0,"$8,532.00"
BMW,Black,17320.0,4.0,"$7,493.00"
Toyota,White,69786.0,4.0,"$3,623.00"
Toyota,Blue,58321.0,3.0,"$7,207.00"
Toyota,Green,61603.0,4.0,"$4,619.00"
Honda,Red,83848.0,,"$3,949.00"
Toyota,Blue,60471.0,3.0,"$9,244.00"
Toyota,Blue,60598.0,3.0,"$9,171.00"
Toyota,Blue,58416.0,3.0,"$6,853.00"
Nissan,White,216459.0,4.0,"$3,905.00"
Honda,Red,82806.0,4.0,"$5,274.00"
Toyota,White,,4.0,"$5,903.00"
Toyota,White,31262.0,4.0,"$9,142.00"
Toyota,Red,86377.0,4.0,"$3,727.00"
Toyota,Blue,64736.0,3.0,"$6,888.00"
Toyota,Blue,53582.0,4.0,"$5,774.00"
Nissan,,216995.0,4.0,
Toyota,Blue,54471.0,3.0,"$8,044.00"
Toyota,Green,57229.0,4.0,"$2,804.00"
Toyota,White,60042.0,4.0,"$7,859.00"
Toyota,White,58088.0,4.0,"$6,717.00"
,White,59116.0,4.0,"$9,986.00"
Toyota,White,146907.0,4.0,"$3,587.00"
BMW,Black,57453.0,,"$22,471.00"
Toyota,White,59671.0,4.0,"$7,500.00"
Honda,Red,86203.0,4.0,"$8,808.00"
Toyota,White,43582.0,4.0,"$11,346.00"
Honda,White,59404.0,4.0,"$7,092.00"
Toyota,White,66128.0,4.0,"$6,495.00"
Toyota,White,53698.0,4.0,"$6,889.00"
BMW,Black,14041.0,5.0,
Honda,Blue,62285.0,4.0,"$6,113.00"
Honda,,,4.0,"$6,899.00"
Toyota,White,63812.0,,"$4,127.00"
Nissan,White,212448.0,4.0,"$3,436.00"
Toyota,Blue,70433.0,4.0,"$4,642.00"
Nissan,White,215754.0,4.0,"$3,846.00"
Honda,White,59813.0,4.0,"$6,163.00"
Toyota,White,26584.0,4.0,"$6,471.00"
Honda,White,57298.0,4.0,"$8,931.00"
Toyota,White,63743.0,4.0,"$8,793.00"
Honda,Red,85323.0,4.0,"$4,110.00"
Honda,Red,89002.0,4.0,"$6,302.00"
Nissan,White,214074.0,4.0,"$2,542.00"
Nissan,White,219833.0,4.0,"$2,957.00"
Honda,Blue,59309.0,4.0,"$7,976.00"
Toyota,Blue,64814.0,4.0,"$7,002.00"
BMW,Black,4608.0,5.0,"$20,495.00"
Toyota,White,63491.0,4.0,"$7,799.00"
Toyota,White,35519.0,4.0,
Toyota,Blue,58085.0,3.0,"$7,594.00"
Nissan,White,215961.0,4.0,"$2,746.00"
Nissan,White,215010.0,4.0,"$4,453.00"
Nissan,White,,4.0,"$3,598.00"
Toyota,Blue,56716.0,3.0,"$7,481.00"
Toyota,White,51139.0,4.0,"$6,989.00"
Honda,Red,91637.0,4.0,"$3,156.00"
Nissan,White,216782.0,4.0,"$5,901.00"
BMW,,9799.0,,"$22,792.00"
Honda,Red,,4.0,"$3,717.00"
Nissan,White,53173.0,4.0,"$3,144.00"
Toyota,Blue,54511.0,3.0,"$6,094.00"
Honda,Blue,,4.0,
Toyota,Green,55621.0,,
Honda,Blue,58763.0,4.0,"$5,662.00"
Toyota,White,54517.0,4.0,"$7,268.00"
BMW,Black,9032.0,5.0,"$20,272.00"
Honda,White,62153.0,4.0,"$6,428.00"
Toyota,White,,3.0,"$8,153.00"
Toyota,White,61574.0,4.0,"$4,961.00"
Honda,White,68821.0,4.0,"$8,416.00"
Honda,Red,98467.0,4.0,"$5,239.00"
BMW,White,11292.0,4.0,"$21,915.00"
Honda,Blue,62943.0,4.0,"$6,426.00"
Honda,Red,85359.0,4.0,"$4,245.00"
BMW,White,15054.0,5.0,"$23,681.00"
Honda,White,59907.0,4.0,"$9,181.00"
BMW,Black,10202.0,5.0,"$23,382.00"
Honda,White,63518.0,4.0,"$6,761.00"
Toyota,White,159662.0,4.0,"$2,774.00"
Toyota,Green,54595.0,4.0,"$4,147.00"
Nissan,White,203729.0,4.0,
BMW,Black,12836.0,5.0,"$21,906.00"
Honda,Blue,62811.0,4.0,"$7,029.00"
Honda,Red,88180.0,4.0,"$6,223.00"
Honda,Blue,66630.0,4.0,"$7,712.00"
Nissan,White,218147.0,4.0,"$6,793.00"
Toyota,White,52004.0,4.0,"$7,250.00"
Toyota,White,54913.0,4.0,"$6,593.00"
Toyota,Blue,66793.0,3.0,"$8,530.00"
Honda,Red,86757.0,4.0,"$3,771.00"
Toyota,White,28452.0,4.0,"$9,720.00"
Honda,Blue,66378.0,4.0,
Honda,White,,4.0,"$6,247.00"
Toyota,White,34621.0,4.0,"$9,264.00"
,White,33467.0,,"$8,232.00"
Honda,Red,82540.0,,"$2,947.00"
Honda,Blue,63776.0,4.0,"$6,703.00"
Toyota,White,60041.0,4.0,"$8,851.00"
Nissan,White,217229.0,4.0,"$4,382.00"
Toyota,Blue,68545.0,3.0,"$7,515.00"
Toyota,White,63357.0,4.0,"$6,934.00"
Toyota,White,59985.0,,
Nissan,White,213642.0,4.0,"$3,651.00"
Toyota,Green,67696.0,,"$5,560.00"
Honda,Red,95229.0,4.0,"$3,404.00"
BMW,Black,12114.0,5.0,"$23,271.00"
Toyota,White,67790.0,4.0,"$8,271.00"
BMW,Black,5050.0,5.0,"$22,235.00"
BMW,Black,4956.0,4.0,"$21,172.00"
Toyota,Blue,52560.0,3.0,"$6,971.00"
Toyota,Green,51790.0,4.0,"$6,541.00"
Toyota,White,65451.0,4.0,"$6,195.00"
BMW,Black,11953.0,5.0,"$22,347.00"
BMW,Black,,5.0,"$24,143.00"
Honda,Red,85840.0,4.0,"$6,285.00"
Toyota,White,40100.0,4.0,"$9,921.00"
Toyota,Green,55771.0,4.0,"$4,337.00"
Toyota,Red,85155.0,4.0,"$5,983.00"
Toyota,White,,4.0,"$7,883.00"
Toyota,Blue,55457.0,3.0,"$7,612.00"
Toyota,White,28969.0,4.0,"$6,830.00"
Toyota,White,27294.0,4.0,"$9,915.00"
Honda,White,64497.0,,"$7,442.00"
Toyota,White,60384.0,4.0,"$6,399.00"
Toyota,White,56148.0,4.0,"$8,651.00"
Nissan,White,205529.0,4.0,"$3,786.00"
Toyota,Blue,60034.0,3.0,"$7,106.00"
Nissan,White,219489.0,4.0,
Honda,Blue,65698.0,4.0,"$5,942.00"
Toyota,,33149.0,4.0,"$7,747.00"
Toyota,White,37564.0,4.0,"$10,095.00"
Toyota,Blue,72787.0,3.0,"$7,075.00"
Toyota,White,69432.0,4.0,"$5,445.00"
Honda,Blue,67987.0,4.0,"$5,681.00"
Honda,Red,75693.0,4.0,"$4,576.00"
Honda,Blue,64450.0,4.0,"$6,008.00"
Toyota,White,149419.0,4.0,"$4,065.00"
Toyota,White,72717.0,4.0,"$7,808.00"
Toyota,White,64153.0,4.0,"$7,406.00"
Honda,White,52981.0,4.0,"$9,228.00"
,Green,63331.0,4.0,"$7,164.00"
Nissan,White,217095.0,4.0,"$3,805.00"
Toyota,White,64300.0,4.0,"$3,762.00"
Toyota,White,154898.0,4.0,"$3,694.00"
Honda,Blue,63041.0,4.0,"$6,979.00"
Toyota,Blue,55371.0,3.0,"$7,304.00"
Toyota,Blue,60137.0,3.0,"$7,630.00"
Toyota,White,147066.0,4.0,"$3,789.00"
Nissan,White,210784.0,4.0,"$2,851.00"
Nissan,White,207656.0,4.0,"$3,354.00"
Honda,White,64579.0,4.0,"$7,332.00"
Toyota,White,30126.0,4.0,"$9,081.00"
Honda,Blue,58217.0,4.0,"$6,929.00"
Toyota,Blue,50376.0,4.0,"$7,647.00"
Toyota,White,26552.0,4.0,"$9,912.00"
Toyota,White,35935.0,4.0,"$10,711.00"
Toyota,White,32470.0,4.0,"$10,310.00"
Honda,White,66257.0,4.0,
Toyota,Blue,64075.0,3.0,"$7,544.00"
Toyota,Blue,60711.0,3.0,"$6,034.00"
Honda,Blue,60944.0,4.0,"$8,025.00"
Toyota,White,34231.0,4.0,"$9,414.00"
Toyota,White,67128.0,4.0,"$8,608.00"
Honda,Red,86398.0,4.0,"$4,953.00"
Toyota,White,152112.0,4.0,"$6,107.00"
Toyota,White,65739.0,4.0,"$7,578.00"
Toyota,White,143731.0,4.0,"$4,584.00"
Toyota,White,41794.0,4.0,"$9,392.00"
Nissan,White,215310.0,4.0,"$2,410.00"
Nissan,White,206361.0,4.0,"$2,615.00"
Nissan,White,61376.0,,"$3,079.00"
Toyota,Green,56637.0,,"$4,593.00"
