Make,Colour,Odometer,Doors,Price
Toyota,Green,59418.0,4.0,3886.0
Toyota,White,29144.0,4.0,10221.0
BMW,Black,11437.0,4.0,23403.0
Honda,Blue,55861.0,4.0,6882.0
Honda,White,65251.0,4.0,7552.0
Toyota,White,215695.0,4.0,4324.0
Toyota,White,32825.0,4.0,10199.0
Toyota,White,60853.0,4.0,5449.0
Toyota,Blue,54122.0,4.0,7071.0
Toyota,,150700.0,4.0,4275.0
Toyota,Green,56910.0,4.0,3530.0
Toyota,Green,61065.0,4.0,3451.0
Toyota,Green,56233.0,4.0,8336.0
Nissan,White,214318.0,4.0,3885.0
Honda,Red,92072.0,4.0,4104.0
BMW,Black,17461.0,5.0,23762.0
Toyota,,146047.0,4.0,5559.0
Toyota,White,38345.0,4.0,9974.0
Toyota,Blue,50059.0,4.0,5745.0
Honda,White,69676.0,4.0,7562.0
Toyota,White,,,5246.0
Nissan,White,208001.0,4.0,
Toyota,Black,21334.0,5.0,22584.0
Toyota,White,26610.0,,8859.0
Toyota,Blue,,3.0,6261.0
Honda,Blue,67616.0,4.0,
Toyota,White,31162.0,4.0,8644.0
Toyota,White,31721.0,4.0,9444.0
Toyota,White,93474.0,4.0,4127.0
Toyota,White,53941.0,4.0,7065.0
Nissan,White,210455.0,4.0,4466.0
BMW,Black,12457.0,5.0,
Honda,White,58446.0,,5941.0
Toyota,White,53411.0,4.0,6967.0
Toyota,White,147405.0,4.0,1110.0
Honda,Red,94678.0,4.0,5772.0
,White,64233.0,4.0,7820.0
Toyota,White,37497.0,4.0,9066.0
Toyota,Green,71664.0,4.0,5914.0
BMW,Black,16842.0,5.0,20265.0
Toyota,White,33990.0,4.0,8504.0
Honda,Blue,57914.0,4.0,6923.0
Toyota,White,209813.0,4.0,4745.0
Toyota,White,60349.0,4.0,8028.0
Toyota,,37288.0,4.0,6855.0
Honda,White,60204.0,4.0,6361.0
Honda,Blue,53719.0,4.0,8556.0
Toyota,White,58268.0,4.0,5195.0
BMW,Black,9251.0,5.0,
Toyota,Blue,58965.0,4.0,7635.0
,Black,12709.0,4.0,
Nissan,White,213635.0,4.0,4549.0
Honda,White,68620.0,4.0,8183.0
Honda,Blue,57990.0,4.0,6876.0
Honda,White,62838.0,4.0,7392.0
Honda,Blue,58564.0,4.0,7338.0
,White,215960.0,4.0,5348.0
Honda,White,84978.0,4.0,4904.0
Toyota,Blue,57613.0,3.0,7857.0
Toyota,White,141654.0,4.0,3772.0
,Red,79053.0,4.0,6268.0
Nissan,White,206106.0,4.0,3554.0
Honda,Red,,4.0,4812.0
Toyota,White,63064.0,4.0,11958.0
Nissan,White,214442.0,4.0,2887.0
Toyota,White,146075.0,4.0,6828.0
Toyota,White,24906.0,4.0,8043.0
Toyota,White,144049.0,4.0,4685.0
Honda,Blue,64394.0,4.0,7181.0
,Blue,61113.0,4.0,6315.0
Toyota,White,149815.0,4.0,4032.0
Nissan,White,221158.0,4.0,5651.0
Toyota,White,150342.0,4.0,4473.0
Toyota,White,150126.0,4.0,2729.0
Toyota,Red,86668.0,4.0,3507.0
Honda,,59960.0,4.0,8381.0
Toyota,Green,67566.0,4.0,5426.0
Toyota,,58088.0,4.0,7325.0
Toyota,Green,53380.0,4.0,3791.0
BMW,Black,14736.0,5.0,22962.0
Toyota,Green,61282.0,4.0,5496.0
Toyota,White,54604.0,4.0,5584.0
Toyota,Green,,4.0,5474.0
BMW,White,7373.0,5.0,21826.0
Toyota,White,36853.0,4.0,9325.0
Toyota,White,55607.0,4.0,6173.0
Toyota,White,,,6930.0
BMW,Black,11977.0,5.0,7109.0
,White,36934.0,4.0,12128.0
Toyota,Green,61941.0,4.0,
Toyota,Green,59652.0,4.0,4913.0
Honda,White,66092.0,4.0,10857.0
Honda,,54583.0,4.0,5824.0
Honda,White,58014.0,4.0,6559.0
Nissan,White,213804.0,,3616.0
Toyota,White,149250.0,4.0,5082.0
Honda,Blue,65560.0,4.0,6431.0
Toyota,White,31972.0,4.0,9674.0
BMW,Black,10637.0,5.0,22999.0
,White,,4.0,5997.0
Honda,Blue,56758.0,4.0,
Toyota,White,29970.0,4.0,9528.0
BMW,White,12386.0,4.0,20631.0
Honda,White,70666.0,4.0,7698.0
Honda,Red,85481.0,4.0,
Honda,White,58123.0,4.0,4982.0
Toyota,White,59287.0,4.0,8452.0
Honda,Blue,66022.0,4.0,6100.0
Honda,Red,92033.0,4.0,6237.0
Toyota,Blue,58571.0,4.0,7954.0
Toyota,White,35117.0,4.0,8607.0
Toyota,Green,59956.0,4.0,4677.0
Toyota,White,31928.0,4.0,
Toyota,White,61442.0,4.0,5722.0
BMW,Black,11319.0,5.0,19776.0
Honda,White,54991.0,4.0,7751.0
Honda,Red,90222.0,,6205.0
,,29619.0,4.0,9252.0
Toyota,White,145108.0,4.0,6239.0
Toyota,White,63987.0,4.0,7958.0
BMW,Black,14158.0,5.0,21019.0
Nissan,White,214866.0,4.0,3338.0
Toyota,Blue,59602.0,3.0,8077.0
BMW,Black,10320.0,5.0,20868.0
Toyota,Blue,72339.0,,6858.0
Toyota,Green,60949.0,4.0,6132.0
Nissan,White,213893.0,4.0,3264.0
BMW,Black,8358.0,5.0,6576.0
BMW,White,1312.0,5.0,22234.0
Toyota,White,212933.0,4.0,2862.0
Toyota,White,33282.0,4.0,10016.0
Toyota,,11947.0,5.0,21612.0
Honda,White,61346.0,4.0,7152.0
Toyota,White,64494.0,4.0,7540.0
Toyota,Black,10733.0,5.0,20518.0
Honda,White,58097.0,4.0,7881.0
,White,62349.0,4.0,5590.0
Honda,,84777.0,4.0,
Nissan,White,215089.0,4.0,5206.0
Toyota,White,63208.0,4.0,9048.0
BMW,Black,9228.0,5.0,21134.0
Toyota,Blue,55907.0,3.0,5977.0
Nissan,White,214887.0,4.0,4479.0
Toyota,Blue,64952.0,4.0,4074.0
Toyota,White,,4.0,10095.0
Toyota,Blue,63494.0,4.0,7723.0
Toyota,White,61075.0,4.0,4659.0
,Blue,56319.0,3.0,7823.0
Honda,Blue,44918.0,4.0,7201.0
,White,61753.0,4.0,8115.0
Nissan,White,210064.0,4.0,6831.0
Toyota,Blue,63611.0,3.0,8516.0
BMW,Black,18915.0,5.0,21640.0
Honda,White,50967.0,4.0,7262.0
BMW,Black,9984.0,5.0,
Toyota,White,,4.0,6946.0
Toyota,White,152861.0,4.0,3552.0
Toyota,White,55811.0,4.0,6101.0
Toyota,Green,64568.0,4.0,4158.0
Toyota,White,36658.0,4.0,10545.0
Toyota,,61704.0,4.0,4919.0
Honda,White,61063.0,4.0,8127.0
Toyota,Green,61574.0,4.0,
BMW,Black,66890.0,5.0,23282.0
Toyota,White,53552.0,4.0,8220.0
Toyota,White,142501.0,4.0,1883.0
Toyota,Blue,60480.0,3.0,8025.0
Toyota,,213361.0,4.0,8115.0
Toyota,Blue,61651.0,3.0,7571.0
Toyota,White,146149.0,4.0,2676.0
Nissan,White,223524.0,4.0,5270.0
Honda,White,56060.0,4.0,
BMW,Black,11109.0,5.0,19920.0
Toyota,Green,62034.0,4.0,7278.0
Toyota,White,149853.0,,6686.0
Honda,Red,85550.0,4.0,4776.0
Toyota,Blue,56826.0,4.0,7515.0
Honda,Blue,51302.0,4.0,6373.0
Toyota,Green,60595.0,4.0,5786.0
Toyota,White,51621.0,4.0,6066.0
BMW,Black,10617.0,5.0,19646.0
Toyota,White,59780.0,4.0,6674.0
,Blue,62674.0,3.0,7042.0
Honda,White,63512.0,4.0,8803.0
Toyota,White,32798.0,4.0,10977.0
Honda,White,69460.0,4.0,6777.0
Honda,White,59655.0,4.0,7531.0
Toyota,,59951.0,3.0,7384.0
BMW,Black,12535.0,5.0,21906.0
Toyota,Blue,69760.0,3.0,8532.0
BMW,Black,17320.0,4.0,7493.0
Toyota,White,69786.0,4.0,3623.0
Toyota,Blue,58321.0,3.0,7207.0
Toyota,Green,61603.0,4.0,4619.0
Honda,Red,83848.0,,3949.0
Toyota,Blue,60471.0,3.0,9244.0
Toyota,Blue,60598.0,3.0,9171.0
Toyota,Blue,58416.0,3.0,6853.0
Nissan,White,216459.0,4.0,3905.0
Honda,Red,82806.0,4.0,5274.0
Toyota,White,,4.0,5903.0
Toyota,White,31262.0,4.0,9142.0
Toyota,Red,86377.0,4.0,3727.0
Toyota,Blue,64736.0,3.0,6888.0
Toyota,Blue,53582.0,4.0,5774.0
Nissan,,216995.0,4.0,
Toyota,Blue,54471.0,3.0,8044.0
Toyota,Green,57229.0,4.0,2804.0
Toyota,White,60042.0,4.0,7859.0
Toyota,White,58088.0,4.0,6717.0
,White,59116.0,4.0,9986.0
Toyota,White,146907.0,4.0,3587.0
BMW,Black,57453.0,,22471.0
Toyota,White,59671.0,4.0,7500.0
Honda,Red,86203.0,4.0,8808.0
Toyota,White,43582.0,4.0,11346.0
Honda,White,59404.0,4.0,7092.0
Toyota,White,66128.0,4.0,6495.0
Toyota,White,53698.0,4.0,6889.0
BMW,Black,14041.0,5.0,
Honda,Blue,62285.0,4.0,6113.0
Honda,,,4.0,6899.0
Toyota,White,63812.0,,4127.0
Nissan,White,212448.0,4.0,3436.0
Toyota,Blue,70433.0,4.0,4642.0
Nissan,White,215754.0,4.0,3846.0
Honda,White,59813.0,4.0,6163.0
Toyota,White,26584.0,4.0,6471.0
Honda,White,57298.0,4.0,8931.0
Toyota,White,63743.0,4.0,8793.0
Honda,Red,85323.0,4.0,4110.0
Honda,Red,89002.0,4.0,6302.0
Nissan,White,214074.0,4.0,2542.0
Nissan,White,219833.0,4.0,2957.0
Honda,Blue,59309.0,4.0,7976.0
Toyota,Blue,64814.0,4.0,7002.0
BMW,Black,4608.0,5.0,20495.0
Toyota,White,63491.0,4.0,7799.0
Toyota,White,35519.0,4.0,
Toyota,Blue,58085.0,3.0,7594.0
Nissan,White,215961.0,4.0,2746.0
Nissan,White,215010.0,4.0,4453.0
Nissan,White,,4.0,3598.0
Toyota,Blue,56716.0,3.0,7481.0
Toyota,White,51139.0,4.0,6989.0
Honda,Red,91637.0,4.0,3156.0
Nissan,White,216782.0,4.0,5901.0
BMW,,9799.0,,22792.0
Honda,Red,,4.0,3717.0
Nissan,White,53173.0,4.0,3144.0
Toyota,Blue,54511.0,3.0,6094.0
Honda,Blue,,4.0,
Toyota,Green,55621.0,,
Honda,Blue,58763.0,4.0,5662.0
Toyota,White,54517.0,4.0,7268.0
BMW,Black,9032.0,5.0,20272.0
Honda,White,62153.0,4.0,6428.0
Toyota,White,,3.0,8153.0
Toyota,White,61574.0,4.0,4961.0
Honda,White,68821.0,4.0,8416.0
Honda,Red,98467.0,4.0,5239.0
BMW,White,11292.0,4.0,21915.0
Honda,Blue,62943.0,4.0,6426.0
Honda,Red,85359.0,4.0,4245.0
BMW,White,15054.0,5.0,23681.0
Honda,White,59907.0,4.0,9181.0
BMW,Black,10202.0,5.0,23382.0
Honda,White,63518.0,4.0,6761.0
Toyota,White,159662.0,4.0,2774.0
Toyota,Green,54595.0,4.0,4147.0
Nissan,White,203729.0,4.0,
BMW,Black,12836.0,5.0,21906.0
Honda,Blue,62811.0,4.0,7029.0
Honda,Red,88180.0,4.0,6223.0
Honda,Blue,66630.0,4.0,7712.0
Nissan,White,218147.0,4.0,6793.0
Toyota,White,52004.0,4.0,7250.0
Toyota,White,54913.0,4.0,6593.0
Toyota,Blue,66793.0,3.0,8530.0
Honda,Red,86757.0,4.0,3771.0
Toyota,White,28452.0,4.0,9720.0
Honda,Blue,66378.0,4.0,
Honda,White,,4.0,6247.0
Toyota,White,34621.0,4.0,9264.0
,White,33467.0,,8232.0
Honda,Red,82540.0,,2947.0
Honda,Blue,63776.0,4.0,6703.0
Toyota,White,60041.0,4.0,8851.0
Nissan,White,217229.0,4.0,4382.0
Toyota,Blue,68545.0,3.0,7515.0
Toyota,White,63357.0,4.0,6934.0
Toyota,White,59985.0,,
Nissan,White,213642.0,4.0,3651.0
Toyota,Green,67696.0,,5560.0
Honda,Red,95229.0,4.0,3404.0
BMW,Black,12114.0,5.0,23271.0
Toyota,White,67790.0,4.0,8271.0
BMW,Black,5050.0,5.0,22235.0
BMW,Black,4956.0,4.0,21172.0
Toyota,Blue,52560.0,3.0,6971.0
Toyota,Green,51790.0,4.0,6541.0
Toyota,White,65451.0,4.0,6195.0
BMW,Black,11953.0,5.0,22347.0
BMW,Black,,5.0,24143.0
Honda,Red,85840.0,4.0,6285.0
Toyota,White,40100.0,4.0,9921.0
Toyota,Green,55771.0,4.0,4337.0
Toyota,Red,85155.0,4.0,5983.0
Toyota,White,,4.0,7883.0
Toyota,Blue,55457.0,3.0,7612.0
Toyota,White,28969.0,4.0,6830.0
Toyota,White,27294.0,4.0,9915.0
Honda,White,64497.0,,7442.0
Toyota,White,60384.0,4.0,6399.0
Toyota,White,56148.0,4.0,8651.0
Nissan,White,205529.0,4.0,3786.0
Toyota,Blue,60034.0,3.0,7106.0
Nissan,White,219489.0,4.0,
Honda,Blue,65698.0,4.0,5942.0
Toyota,,33149.0,4.0,7747.0
Toyota,White,37564.0,4.0,10095.0
Toyota,Blue,72787.0,3.0,7075.0
Toyota,White,69432.0,4.0,5445.0
Honda,Blue,67987.0,4.0,5681.0
Honda,Red,75693.0,4.0,4576.0
Honda,Blue,64450.0,4.0,6008.0
Toyota,White,149419.0,4.0,4065.0
Toyota,White,72717.0,4.0,7808.0
Toyota,White,64153.0,4.0,7406.0
Honda,White,52981.0,4.0,9228.0
,Green,63331.0,4.0,7164.0
Nissan,White,217095.0,4.0,3805.0
Toyota,White,64300.0,4.0,3762.0
Toyota,White,154898.0,4.0,3694.0
Honda,Blue,63041.0,4.0,6979.0
Toyota,Blue,55371.0,3.0,7304.0
Toyota,Blue,60137.0,3.0,7630.0
Toyota,White,147066.0,4.0,3789.0
Nissan,White,210784.0,4.0,2851.0
Nissan,White,207656.0,4.0,3354.0
Honda,White,64579.0,4.0,7332.0
Toyota,White,30126.0,4.0,9081.0
Honda,Blue,58217.0,4.0,6929.0
Toyota,Blue,50376.0,4.0,7647.0
Toyota,White,26552.0,4.0,9912.0
Toyota,White,35935.0,4.0,10711.0
Toyota,White,32470.0,4.0,10310.0
Honda,White,66257.0,4.0,
Toyota,Blue,64075.0,3.0,7544.0
Toyota,Blue,60711.0,3.0,6034.0
Honda,Blue,60944.0,4.0,8025.0
Toyota,White,34231.0,4.0,9414.0
Toyota,White,67128.0,4.0,8608.0
Honda,Red,86398.0,4.0,4953.0
Toyota,White,152112.0,4.0,6107.0
Toyota,White,65739.0,4.0,7578.0
Toyota,White,143731.0,4.0,4584.0
Toyota,White,41794.0,4.0,9392.0
Nissan,White,215310.0,4.0,2410.0
Nissan,White,206361.0,4.0,2615.0
Nissan,White,61376.0,,3079.0
Toyota,Green,56637.0,,4593.0
Honda,Blue,65701.0,4.0,8583.0
Toyota,White,29271.0,4.0,
Toyota,Green,55855.0,4.0,4378.0
Toyota,White,53288.0,4.0,6406.0
Nissan,White,216940.0,4.0,6245.0
Toyota,White,68138.0,4.0,7983.0
Honda,Blue,63393.0,4.0,6855.0
Toyota,White,147581.0,4.0,3873.0
Toyota,White,41513.0,4.0,7860.0
Toyota,,62825.0,4.0,5355.0
Toyota,White,48211.0,4.0,7618.0
BMW,Black,5014.0,5.0,6411.0
Toyota,Blue,62235.0,3.0,
Honda,White,51842.0,4.0,6752.0
Toyota,Green,47198.0,4.0,3934.0
,White,30195.0,4.0,10221.0
Nissan,White,210622.0,4.0,4580.0
Honda,White,63016.0,4.0,6099.0
,Green,,4.0,5739.0
Nissan,White,,4.0,3999.0
Nissan,White,68699.0,4.0,4254.0
Toyota,White,67281.0,4.0,7054.0
Toyota,Blue,57640.0,3.0,
Toyota,White,156121.0,4.0,6129.0
,White,63211.0,4.0,6061.0
Honda,Red,79801.0,4.0,5261.0
Honda,,93218.0,4.0,5586.0
BMW,Black,6836.0,5.0,
Honda,Blue,59804.0,4.0,8282.0
Toyota,White,58545.0,4.0,3023.0
Nissan,White,213952.0,4.0,2785.0
Honda,White,61285.0,4.0,6304.0
BMW,Black,2613.0,5.0,22131.0
Honda,Red,89092.0,4.0,5595.0
Toyota,White,58641.0,4.0,5371.0
Honda,White,63361.0,4.0,7366.0
Toyota,White,57224.0,4.0,8440.0
Toyota,White,61443.0,4.0,3571.0
Toyota,White,164008.0,4.0,5783.0
Toyota,White,59812.0,4.0,4813.0
Nissan,White,,4.0,4553.0
Toyota,White,,4.0,6591.0
Toyota,White,,4.0,3733.0
Honda,Blue,60532.0,4.0,5756.0
Toyota,White,157947.0,4.0,8191.0
Honda,Red,57089.0,4.0,6504.0
Toyota,White,148799.0,4.0,
Toyota,White,58030.0,4.0,10578.0
Toyota,Green,65171.0,4.0,4706.0
Toyota,Blue,65891.0,3.0,7915.0
Honda,White,66744.0,4.0,9037.0
Honda,Red,93070.0,4.0,
,White,148399.0,4.0,3887.0
Honda,Blue,69187.0,4.0,7532.0
Honda,Red,93621.0,4.0,5582.0
Toyota,Green,65909.0,4.0,4620.0
Toyota,Green,58192.0,4.0,4602.0
Toyota,White,32909.0,4.0,6153.0
BMW,Black,13943.0,5.0,21234.0
Toyota,Blue,60902.0,3.0,8969.0
Toyota,Blue,64273.0,3.0,6954.0
Honda,Blue,55066.0,4.0,7524.0
Honda,Red,89932.0,4.0,4894.0
Toyota,White,,,7103.0
BMW,Black,18036.0,5.0,20197.0
Toyota,Green,53200.0,4.0,3224.0
,White,61174.0,3.0,7321.0
Toyota,White,64527.0,4.0,7381.0
Nissan,White,212658.0,4.0,
Toyota,White,19862.0,4.0,8795.0
Toyota,Blue,50778.0,,7591.0
,White,213141.0,4.0,5507.0
Honda,White,52272.0,4.0,7657.0
Honda,Blue,56485.0,4.0,7346.0
Honda,Red,81538.0,4.0,6693.0
Toyota,Blue,56950.0,3.0,7089.0
Toyota,White,151259.0,4.0,4419.0
Honda,Blue,58348.0,4.0,7519.0
Toyota,White,66194.0,4.0,
Toyota,White,157544.0,4.0,4775.0
Toyota,Blue,,4.0,6813.0
BMW,Black,8368.0,5.0,21476.0
Toyota,White,41362.0,4.0,
Toyota,White,141574.0,4.0,3554.0
Toyota,,59410.0,4.0,3834.0
,White,26338.0,4.0,
Honda,Red,95968.0,4.0,4624.0
Toyota,White,148666.0,,3073.0
Toyota,Blue,58456.0,4.0,5886.0
Nissan,White,220579.0,4.0,7011.0
Toyota,Blue,62136.0,3.0,7018.0
Honda,White,62574.0,4.0,5838.0
Honda,Red,91834.0,4.0,
Honda,Red,81272.0,4.0,4008.0
Toyota,Blue,54750.0,3.0,7309.0
Toyota,White,56291.0,4.0,6484.0
Honda,Blue,58067.0,4.0,7027.0
Toyota,White,40064.0,4.0,10351.0
,White,152644.0,4.0,2982.0
Honda,Red,83100.0,,4995.0
Honda,White,58159.0,4.0,7274.0
Toyota,White,,4.0,6392.0
Honda,Blue,61093.0,4.0,5204.0
Toyota,White,151003.0,,3788.0
Toyota,White,143070.0,4.0,4961.0
Toyota,White,28641.0,4.0,9511.0
Toyota,White,150679.0,4.0,1975.0
Toyota,White,57468.0,4.0,7174.0
Toyota,Blue,55347.0,3.0,7255.0
BMW,Black,3788.0,5.0,7271.0
Honda,Blue,59632.0,,8696.0
Toyota,White,63542.0,4.0,5208.0
Toyota,Blue,,3.0,6724.0
Honda,White,60579.0,4.0,7356.0
Toyota,White,55196.0,4.0,6923.0
Honda,White,69155.0,4.0,5484.0
BMW,Black,9739.0,5.0,21004.0
Toyota,White,149883.0,4.0,3848.0
Toyota,White,59800.0,4.0,7119.0
Toyota,Green,63664.0,4.0,5491.0
Toyota,Blue,61951.0,3.0,8026.0
Nissan,White,206939.0,4.0,2577.0
Honda,Blue,56507.0,4.0,
Toyota,Green,53993.0,,
Honda,Red,89356.0,4.0,4189.0
Toyota,White,148902.0,4.0,3386.0
Toyota,,61010.0,3.0,7630.0
Honda,White,54745.0,4.0,7189.0
Toyota,Red,87903.0,4.0,4057.0
Nissan,White,214954.0,,2836.0
Toyota,Green,56131.0,4.0,4690.0
Toyota,White,53649.0,4.0,11056.0
Honda,Red,91548.0,4.0,4794.0
Toyota,White,,4.0,7094.0
Toyota,White,28761.0,4.0,10136.0
BMW,Black,13510.0,5.0,23165.0
Toyota,Blue,53271.0,3.0,7002.0
Honda,Red,91586.0,4.0,5744.0
,Green,58345.0,4.0,5237.0
Toyota,White,,4.0,10159.0
BMW,Black,11480.0,4.0,23205.0
Honda,Blue,63001.0,4.0,7888.0
Honda,White,71189.0,4.0,6659.0
Toyota,White,211948.0,4.0,2481.0
Toyota,White,22457.0,,9190.0
Toyota,White,58223.0,4.0,4480.0
Toyota,Blue,53782.0,4.0,7137.0
Toyota,White,147084.0,4.0,1774.0
Toyota,Green,60087.0,4.0,5663.0
Toyota,Green,61657.0,4.0,5944.0
Toyota,Green,55720.0,4.0,6346.0
Nissan,White,206451.0,4.0,3104.0
Honda,Red,83567.0,4.0,4665.0
BMW,Black,16309.0,5.0,21942.0
Toyota,White,138510.0,4.0,3627.0
Toyota,White,,4.0,12279.0
Toyota,Blue,59873.0,4.0,7290.0
Honda,White,66075.0,4.0,6841.0
,White,144288.0,4.0,4039.0
Nissan,White,212028.0,4.0,3220.0
Toyota,Black,16018.0,5.0,23779.0
Toyota,White,30434.0,4.0,9322.0
Toyota,Blue,54573.0,3.0,7133.0
Honda,Blue,51159.0,4.0,6166.0
Toyota,White,36392.0,,9804.0
Toyota,White,39501.0,4.0,8896.0
Toyota,White,91597.0,4.0,3791.0
Toyota,White,55433.0,4.0,6232.0
Nissan,White,205150.0,4.0,4443.0
BMW,,9654.0,5.0,
Honda,White,50153.0,4.0,6472.0
Toyota,White,57200.0,4.0,7173.0
Toyota,White,155286.0,4.0,3158.0
,Red,82944.0,4.0,5466.0
Honda,,54879.0,4.0,6260.0
,White,31177.0,4.0,10444.0
Toyota,Green,59510.0,4.0,5095.0
BMW,Black,11249.0,5.0,22132.0
Toyota,White,30235.0,4.0,9199.0
Honda,Blue,60798.0,4.0,7933.0
Toyota,White,210575.0,4.0,7170.0
Toyota,White,,,8611.0
Toyota,White,33472.0,4.0,7728.0
Honda,White,58935.0,4.0,10357.0
Honda,Blue,63190.0,4.0,6039.0
Toyota,White,56165.0,4.0,8019.0
BMW,Black,15899.0,,22560.0
Toyota,Blue,59769.0,4.0,7844.0
BMW,Black,11408.0,4.0,22078.0
Nissan,White,222042.0,4.0,5229.0
Honda,White,68009.0,4.0,7136.0
Honda,Blue,59238.0,4.0,6887.0
Honda,White,58969.0,4.0,5155.0
,,63742.0,4.0,7177.0
Nissan,White,217543.0,4.0,3861.0
Honda,White,81128.0,4.0,5124.0
Toyota,Blue,57594.0,3.0,5947.0
Toyota,,150225.0,4.0,2348.0
Honda,Red,,4.0,
Nissan,White,,4.0,2488.0
Honda,Red,78102.0,4.0,4584.0
Toyota,White,59366.0,4.0,11724.0
Nissan,White,221855.0,4.0,3328.0
Toyota,White,156470.0,4.0,7207.0
Toyota,White,33811.0,4.0,
Toyota,White,140167.0,,4483.0
Honda,Blue,48348.0,4.0,8369.0
Honda,Blue,58891.0,4.0,7427.0
Toyota,White,138705.0,4.0,4610.0
Nissan,White,206934.0,4.0,4051.0
Toyota,White,146379.0,4.0,4738.0
Toyota,White,145360.0,4.0,4066.0
Toyota,Red,91138.0,4.0,5146.0
Honda,Blue,58697.0,,5190.0
Toyota,Green,47410.0,4.0,4420.0
Toyota,,54422.0,4.0,6250.0
Toyota,Green,52759.0,4.0,5729.0
BMW,Black,16048.0,5.0,
Toyota,Green,54198.0,4.0,5990.0
Toyota,White,61222.0,4.0,7908.0
Toyota,Green,61729.0,4.0,4622.0
BMW,,10592.0,5.0,21394.0
Toyota,White,40800.0,4.0,9656.0
Toyota,White,61263.0,4.0,7558.0
Toyota,White,,4.0,7401.0
BMW,,19402.0,5.0,7622.0
Toyota,White,35826.0,4.0,10159.0
Toyota,Green,54354.0,4.0,7064.0
Toyota,Green,66701.0,4.0,4134.0
Honda,White,63308.0,4.0,8678.0
Honda,White,57074.0,4.0,7116.0
Honda,White,56820.0,4.0,5642.0
Nissan,White,210497.0,4.0,4047.0
Toyota,White,152091.0,4.0,2927.0
Honda,Blue,53481.0,4.0,7221.0
Toyota,White,32251.0,4.0,10211.0
BMW,Black,11749.0,5.0,23944.0
Toyota,White,53566.0,4.0,8800.0
Honda,Blue,64189.0,4.0,7973.0
Toyota,White,27590.0,4.0,11244.0
BMW,White,0.0,4.0,22252.0
,White,52906.0,4.0,9038.0
,Red,82013.0,4.0,6467.0
Honda,White,58760.0,4.0,8786.0
Toyota,White,59351.0,4.0,10582.0
Honda,Blue,63230.0,4.0,5835.0
Honda,Red,81394.0,4.0,5130.0
Toyota,Blue,59142.0,4.0,6485.0
Toyota,White,21659.0,4.0,8262.0
Toyota,Green,65898.0,4.0,4553.0
Toyota,White,33505.0,4.0,9865.0
Toyota,,49345.0,4.0,6428.0
BMW,Black,15721.0,5.0,20613.0
Honda,White,,4.0,6503.0
Honda,Red,79783.0,4.0,6774.0
Toyota,White,28895.0,4.0,10372.0
Toyota,White,158041.0,4.0,3660.0
Toyota,White,58539.0,,6211.0
BMW,Black,12113.0,5.0,22286.0
Nissan,White,212140.0,4.0,3944.0
Toyota,Blue,59651.0,3.0,6370.0
BMW,,11332.0,5.0,23273.0
Toyota,Blue,62911.0,4.0,6390.0
Toyota,Green,62734.0,4.0,5436.0
Nissan,White,210243.0,4.0,2282.0
BMW,Black,,5.0,6436.0
BMW,White,15219.0,5.0,20804.0
Toyota,White,,4.0,2637.0
Toyota,White,30610.0,4.0,9440.0
Toyota,Black,27555.0,5.0,20552.0
Honda,White,63354.0,4.0,8277.0
Toyota,White,65292.0,4.0,9520.0
Toyota,,11908.0,5.0,22070.0
Honda,White,56812.0,4.0,
Toyota,White,56127.0,4.0,8178.0
Honda,Red,87180.0,4.0,6664.0
Nissan,White,221540.0,4.0,3228.0
Toyota,White,58851.0,4.0,10589.0
BMW,Black,8065.0,5.0,22994.0
Toyota,,61338.0,3.0,6559.0
Nissan,White,211473.0,4.0,3977.0
Toyota,Blue,59002.0,4.0,6172.0
,White,33034.0,4.0,11088.0
Toyota,Blue,54065.0,4.0,8930.0
Toyota,White,67493.0,4.0,6497.0
Toyota,Blue,69776.0,3.0,
Honda,Blue,57984.0,4.0,6193.0
Toyota,White,58925.0,4.0,6632.0
Nissan,White,205634.0,4.0,6719.0
Toyota,Blue,66446.0,3.0,6554.0
,Black,5689.0,5.0,22411.0
Honda,White,52470.0,4.0,8430.0
BMW,Black,20466.0,5.0,22653.0
Toyota,White,65533.0,4.0,7024.0
Toyota,White,152858.0,4.0,4385.0
Toyota,White,58680.0,,3013.0
Toyota,Green,57201.0,4.0,4022.0
Toyota,White,32939.0,4.0,9891.0
Toyota,,54364.0,4.0,5248.0
Honda,White,58798.0,4.0,7990.0
Toyota,Green,61458.0,4.0,6383.0
BMW,Black,54562.0,5.0,22511.0
Toyota,White,60557.0,4.0,6745.0
Toyota,White,151881.0,4.0,5156.0
Toyota,Blue,62254.0,3.0,5044.0
Toyota,White,211474.0,4.0,6350.0
Toyota,Blue,58508.0,3.0,7459.0
Toyota,White,144548.0,4.0,3745.0
Nissan,White,204385.0,4.0,2288.0
Honda,White,57093.0,4.0,7170.0
BMW,Black,13858.0,5.0,23052.0
Toyota,Green,58357.0,4.0,4230.0
Toyota,White,153149.0,4.0,7876.0
Honda,Red,88858.0,4.0,5571.0
Toyota,Blue,54643.0,4.0,7882.0
Honda,Blue,62815.0,4.0,6373.0
Toyota,Green,57546.0,4.0,4922.0
Toyota,White,55625.0,4.0,7799.0
BMW,Black,5356.0,5.0,21527.0
Toyota,,61340.0,4.0,8096.0
Toyota,Blue,60581.0,3.0,5978.0
Honda,White,57352.0,4.0,7394.0
